openalex_id,abstract_pillar,theoretical_frame,tech_indicator,finding_tech,finding_affluence,displacement,supports_decoupling,section_relevance,include_final,notes,study_type,sample_desc,outcome_indicator,assessed_stage,exclusion_reason,screen_rule,screen_code,assessment_basis,citation,decoupling_category
https://openalex.org/W2154286831,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2154289493,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2154764050,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2155023112,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2155058526,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2155419203,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2156250533,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2156746685,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2156764246,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2156852798,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2156882652,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2156939933,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2157133999,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2157211983,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2157414995,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2157725072,,,,,,,,,no,biotech news providers,,,,targeted_screen,targeted screen: off-topic,R1,OFF,title and abstract,,
https://openalex.org/W2157907221,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2157918818,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2158040348,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2158229773,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2158700333,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2159593953,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2159893857,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2159991977,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2160076620,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2160135021,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2160216986,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2160451922,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2160663251,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2160934709,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W2161458938,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2161864366,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2162041223,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2162065169,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2162467963,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2163076008,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2163148943,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2163307695,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W216344673,,,,,,,,,no,environmental justice and human rights,,,,targeted_screen,targeted screen: off-topic,R1;R4,OFF,title and abstract,,
https://openalex.org/W2163545151,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2163744998,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2164286332,,,,,,,,,no,"global justice, time and ecological space (Hornborg)",,,,targeted_screen,"targeted screen: interpretive or theoretical source, not an empirical study",R4,THEORY,title and abstract,,
https://openalex.org/W2164319424,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2164437327,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2164592293,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2164758941,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2164776132,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2165106141,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2165376423,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2166039504,technology_indicators,,,,,,,4.2,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2166416869,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2166671387,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2167510125,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2167552625,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2167940259,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2168501059,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2168567047,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2169323781,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2169385286,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2169701480,,,,,,,,,no,Chinese small towns,,,,targeted_screen,"targeted screen: single-country, subnational or sectoral design",R1,EX1,title and abstract,,
https://openalex.org/W2169825591,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2169963362,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2170055672,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2170219305,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2170394607,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2170640059,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2171109507,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2171923510,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2171949063,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2172059539,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2172178003,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2173642301,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2173799908,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2175013224,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2175671673,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2175751433,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2178422341,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2178868769,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2179346455,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2181997474,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2182089091,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2182403599,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2182654917,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2182692267,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2183268920,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2183643173,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2183882445,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2184765626,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2184860661,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2185228848,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2185923570,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2186122399,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2186891751,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2187185439,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2187284945,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2188461956,,,,,,,,,no,"2006 'Ecological unequal exchange: international trade and uneven cross-national...' (no abstract, no DOI); likely dissertation",,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R4,EX4,title and abstract,,
https://openalex.org/W218965712,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2191213121,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2193021774,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2193086922,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2194406924,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2195484168,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2195894604,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2196626084,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2201508122,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2201768844,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W2202117311,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2202556651,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2203302346,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2204666358,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2211402078,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2213989191,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2214895889,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2214952503,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2215218956,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2216713091,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2218570720,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2220047061,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2221086101,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2221209262,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2221360581,,,,,,,,,no,African cities resource-flow estimation method,,,,targeted_screen,targeted screen: no explicit technology indicator and decoupling not assessed directly,R2,EX2,title and abstract,,
https://openalex.org/W2221367778,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2225518893,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2229055644,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2230969753,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2231945158,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2233550531,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2234076425,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2236359413,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2237686040,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2237974964,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2240690604,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2243371407,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W2249632422,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2250647781,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2252357275,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2252409191,,,,,,,,,no,"dissertation (Colorado), spatial STIRPAT",,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R1,EX4,title and abstract,,
https://openalex.org/W2254406169,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2255905547,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2257940605,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2258362977,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2258410098,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2258849120,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2259198629,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2259966783,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2260458850,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2263959752,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2264050319,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2264240203,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2267106946,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2267133419,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2267984311,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2268926771,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2269326200,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2270650768,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2271129245,tech_material,,none: decoupling tested directly (EF intensity vs total EF),efficiency (EF intensity) improved in all four whilst total EF grew (Jevons paradox),"dominant: GDP elasticity of EF positive and inelastic in all four, highest in the US (near unity)",not_tested,relative_only,4.3,yes,verification: p.142: 'In all four nations the relationship between the GDP and EF is positive and inelastic'; abstract: 'ecological intensity of the economy declined ... but the total national EF increased substantially',four-nation time-series (Prais-Winsten elasticity models),"China, India, Japan, United States, 1961-2003","EF (total, per capita, EF/GDP intensity)",targeted_full_text,,R2,PASS,full text,York et al. (2009),relative_only
https://openalex.org/W2272138347,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2274762189,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2275809422,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2276725792,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2277124766,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2277991275,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2278938776,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2279795386,tech_material,,,,,,,4.1,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2280828964,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2283079922,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2283346508,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W228406965,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2284635478,,,,,,,,,no,Irish media,,,,targeted_screen,targeted screen: off-topic,R1,OFF,title and abstract,,
https://openalex.org/W2285451681,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2288330981,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2289439864,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2289522459,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2289729991,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2290134431,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2290369781,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2291058877,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2291251860,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2291735052,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2292170486,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2292175537,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2293374779,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2299402696,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2300405077,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2301599595,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2302263814,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2307667127,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2307832927,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2314891018,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2316301889,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2317304769,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2317590236,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2318440657,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2318568688,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2321511225,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2321712428,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2321866166,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2322390167,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2322499846,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2324027358,,,,,,,,,no,response to Ecomodernist Manifesto; interpretive,,,,targeted_screen,"targeted screen: interpretive or theoretical source, not an empirical study",R2,THEORY,title and abstract,,
https://openalex.org/W2324434786,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2325696756,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2327069728,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2327337926,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2328052033,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2328202620,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2328579459,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2329350920,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2329477571,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2330726004,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2331658664,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W233209460,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2332217593,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2333552092,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2336137315,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2336412432,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2336886423,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2337021892,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2337175639,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2338357461,,,,,,,,,no,policy-mix design for EU material efficiency; no empirical outcome,,,,targeted_screen,targeted screen: outcome outside the listed biophysical indicators,R1;R2,EX3,title and abstract,,
https://openalex.org/W2339639362,,,,,,,,,no,dissertation (Boston University),,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R4,EX4,title and abstract,,
https://openalex.org/W2340142363,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2341916519,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2342541694,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2342655129,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2343832013,tech_material,,,,,,,4.1,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2345880622,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2346316876,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2346794603,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2347173099,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W237673081,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W237973156,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2394650140,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2396305074,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2396551682,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2398108414,,,,,,,,,no,qualitative assessment of dematerialisation policy mix for the EU; no empirical test,,,,targeted_screen,targeted screen: no explicit technology indicator and decoupling not assessed directly,R1;R2,EX2,title and abstract,,
https://openalex.org/W2400733993,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2400882185,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2401549434,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2406101001,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2407450045,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2409321536,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2409717638,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2411041166,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2411887133,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2416674396,,,,,,,,,no,"Sustainability 2016: ex-post evaluation of EU member-state policy mixes achieving absolute decoupling for specific resources (fish, fertilisers, aggregates); resource-specific cases",,,,targeted_screen,"targeted screen: resource-specific policy cases (fish, fertilisers, aggregates)",R2,PASS-borderline,title and abstract,,
https://openalex.org/W2417137410,displacement,,none,not tested,not modelled,share of EU material footprint extracted within EU territory fell from 68% (1995) to 35% (2011); by 2011 extraction in China for EU exports equalled extraction within the EU; only 13% of metal ores required by EU final demand extracted within the EU; supply chains increasingly located outside the EU,no (geographical shift of extraction outside the EU),5.1; 5.2,yes,"verification: abstract (p.1): 'the share of materials extracted within the EU territory falling from 68 % in 1995 to 35 % in 2011. In 2011, raw materials extracted in China to produce exports to the EU already contributed an equal share to EU's material footprint as material extraction within the EU itself'",MRIO material-footprint accounting with production layer decomposition (EXIOBASE 3),"EU-28 final demand in global context, 1995-2011","material footprint (RMC) by material group, product group and country of origin",targeted_full_text,,R2;R3,DISP,full text,Giljum et al. (2016),displacement
https://openalex.org/W2417750249,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2421571241,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2424195506,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W2428179272,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2432099443,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2436405769,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2437756833,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2460037126,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2464033042,technology_indicators,,,,,,,4.2,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2464366492,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2465216607,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2468716954,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2469144556,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2470981325,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2471648147,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2471846522,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2471948464,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2472414167,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2474494573,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2475009926,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2475068370,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2475993019,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2476110738,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2477717103,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2479043778,technology_indicators,,,,,,,4.2,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2479401919,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2479784535,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2479898389,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2480136109,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2482698670,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2483855738,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2484271127,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2485217422,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2487074041,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2487226343,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2489378031,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2493118195,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2494102450,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2494201477,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2494291749,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2495673309,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2497007015,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2497761198,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2497910398,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2498720985,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2499750458,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2500154032,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2502001096,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2502394913,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2502773451,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2504638593,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2505219786,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2507590465,,,,,,,,,no,coloniality of power and civilisational crisis,,,,targeted_screen,"targeted screen: interpretive or theoretical source, not an empirical study",R4,THEORY,title and abstract,,
https://openalex.org/W2512173100,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2512232203,,,,,,,,,,,,,,ranked_only,,,,,,
