openalex_id,topic_id,topic_name,subfield_name,field_name,domain_name,score
https://openalex.org/W2499750458,https://openalex.org/T11933,Mining and Resource Management,Building and Construction,Engineering,Physical Sciences,0.975600004196167
https://openalex.org/W2499750458,https://openalex.org/T11420,Geographies of human-animal interactions,"Geography, Planning and Development",Social Sciences,Social Sciences,0.9233999848365784
https://openalex.org/W2500154032,https://openalex.org/T11474,Sport and Mega-Event Impacts,Sociology and Political Science,Social Sciences,Social Sciences,0.9998000264167786
https://openalex.org/W2500154032,https://openalex.org/T11410,Cultural Industries and Urban Development,Urban Studies,Social Sciences,Social Sciences,0.9907000064849854
https://openalex.org/W2500154032,https://openalex.org/T10239,Urban Planning and Governance,Urban Studies,Social Sciences,Social Sciences,0.9901999831199646
https://openalex.org/W2502001096,https://openalex.org/T12295,"Foucault, Power, and Ethics",Sociology and Political Science,Social Sciences,Social Sciences,0.9642999768257141
https://openalex.org/W2502001096,https://openalex.org/T10344,Management and Organizational Studies,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences,0.9271000027656555
https://openalex.org/W2502394913,https://openalex.org/T10628,China's Socioeconomic Reforms and Governance,Political Science and International Relations,Social Sciences,Social Sciences,0.9785000085830688
https://openalex.org/W2502773451,https://openalex.org/T12895,Environmental law and policy,Law,Social Sciences,Social Sciences,0.9993000030517578
https://openalex.org/W2502773451,https://openalex.org/T12615,Climate Change and Geoengineering,Global and Planetary Change,Environmental Science,Physical Sciences,0.9825999736785889
https://openalex.org/W2502773451,https://openalex.org/T10718,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Social Sciences,0.9419999718666077
https://openalex.org/W2504638593,https://openalex.org/T12643,Sustainability and Ecological Systems Analysis,Environmental Engineering,Environmental Science,Physical Sciences,0.9972000122070312
https://openalex.org/W2504638593,https://openalex.org/T12746,Sustainable Industrial Ecology,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,0.9961000084877014
https://openalex.org/W2504638593,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.989799976348877
https://openalex.org/W2505219786,https://openalex.org/T10216,"Migration, Refugees, and Integration",Sociology and Political Science,Social Sciences,Social Sciences,0.9829000234603882
https://openalex.org/W2505219786,https://openalex.org/T12714,Youth Education and Societal Dynamics,Sociology and Political Science,Social Sciences,Social Sciences,0.9815000295639038
https://openalex.org/W2505219786,https://openalex.org/T11300,Global Educational Policies and Reforms,Political Science and International Relations,Social Sciences,Social Sciences,0.9605000019073486
https://openalex.org/W2507590465,https://openalex.org/T13000,World Systems and Global Transformations,Political Science and International Relations,Social Sciences,Social Sciences,0.7577000260353088
https://openalex.org/W2507590465,https://openalex.org/T11743,Political Economy and Marxism,Sociology and Political Science,Social Sciences,Social Sciences,0.7088000178337097
https://openalex.org/W2512173100,https://openalex.org/T10757,Geographic Information Systems Studies,"Geography, Planning and Development",Social Sciences,Social Sciences,0.7271999716758728
https://openalex.org/W2512232203,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.9998999834060669
https://openalex.org/W2512232203,https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences,0.9616000056266785
https://openalex.org/W2512232203,https://openalex.org/T11121,Public Relations and Crisis Communication,Communication,Social Sciences,Social Sciences,0.9553999900817871
https://openalex.org/W2515063842,https://openalex.org/T10539,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9986000061035156
https://openalex.org/W2515063842,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9965000152587891
https://openalex.org/W2515063842,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.996399998664856
https://openalex.org/W2515117542,https://openalex.org/T10226,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,0.9998999834060669
https://openalex.org/W2515117542,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0.9912999868392944
https://openalex.org/W2515117542,https://openalex.org/T10841,Economic and Environmental Valuation,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9722999930381775
https://openalex.org/W2515824161,https://openalex.org/T11259,Agriculture Sustainability and Environmental Impact,Ecology,Environmental Science,Physical Sciences,0.9980000257492065
https://openalex.org/W2515824161,https://openalex.org/T11420,Geographies of human-animal interactions,"Geography, Planning and Development",Social Sciences,Social Sciences,0.9708999991416931
https://openalex.org/W2515824161,https://openalex.org/T12583,Food Waste Reduction and Sustainability,Food Science,Agricultural and Biological Sciences,Life Sciences,0.9413999915122986
https://openalex.org/W2516490851,https://openalex.org/T10898,Environmental Education and Sustainability,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9969000220298767
https://openalex.org/W2516490851,https://openalex.org/T11835,Sustainability in Higher Education,Education,Social Sciences,Social Sciences,0.9926000237464905
https://openalex.org/W2516490851,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9911999702453613
https://openalex.org/W2516572514,https://openalex.org/T11410,Cultural Industries and Urban Development,Urban Studies,Social Sciences,Social Sciences,0.9980000257492065
https://openalex.org/W2516572514,https://openalex.org/T11014,Regional Economics and Spatial Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9775999784469604
https://openalex.org/W2516572514,https://openalex.org/T10055,Diverse Aspects of Tourism Research,Sociology and Political Science,Social Sciences,Social Sciences,0.9757999777793884
https://openalex.org/W2517396109,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9966999888420105
https://openalex.org/W2517396109,https://openalex.org/T12643,Sustainability and Ecological Systems Analysis,Environmental Engineering,Environmental Science,Physical Sciences,0.9914000034332275
https://openalex.org/W2517396109,https://openalex.org/T12788,Space Science and Extraterrestrial Life,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,0.9351000189781189
https://openalex.org/W2517631865,https://openalex.org/T12295,"Foucault, Power, and Ethics",Sociology and Political Science,Social Sciences,Social Sciences,0.9628999829292297
https://openalex.org/W2517631865,https://openalex.org/T10344,Management and Organizational Studies,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences,0.9556000232696533
https://openalex.org/W2517631865,https://openalex.org/T11168,International Development and Aid,Development,Social Sciences,Social Sciences,0.954800009727478
https://openalex.org/W2517771749,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9984999895095825
https://openalex.org/W2517771749,https://openalex.org/T11810,Complex Systems and Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,0.9908000230789185
https://openalex.org/W2517771749,https://openalex.org/T10898,Environmental Education and Sustainability,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9785000085830688
https://openalex.org/W2518090521,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0.9994999766349792
https://openalex.org/W2518090521,https://openalex.org/T11753,Forest Management and Policy,Global and Planetary Change,Environmental Science,Physical Sciences,0.9969000220298767
https://openalex.org/W2518090521,https://openalex.org/T10226,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,0.9936000108718872
https://openalex.org/W2518510133,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.2840999960899353
https://openalex.org/W2518951755,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0.9987999796867371
https://openalex.org/W2518951755,https://openalex.org/T11789,Land Rights and Reforms,Soil Science,Agricultural and Biological Sciences,Life Sciences,0.9921000003814697
https://openalex.org/W2518951755,https://openalex.org/T11862,"Agriculture, Land Use, Rural Development",General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9876000285148621
https://openalex.org/W2519462609,https://openalex.org/T12414,Coastal and Marine Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9977999925613403
https://openalex.org/W2519462609,https://openalex.org/T10341,Coral and Marine Ecosystems Studies,Ecology,Environmental Science,Physical Sciences,0.9876999855041504
https://openalex.org/W2519462609,https://openalex.org/T10230,Marine and fisheries research,Global and Planetary Change,Environmental Science,Physical Sciences,0.9868999719619751
https://openalex.org/W2521014799,https://openalex.org/T10341,Coral and Marine Ecosystems Studies,Ecology,Environmental Science,Physical Sciences,0.9413999915122986
https://openalex.org/W2521014799,https://openalex.org/T11088,Marine Bivalve and Aquaculture Studies,Global and Planetary Change,Environmental Science,Physical Sciences,0.9347000122070312
https://openalex.org/W2521273680,https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences,0.9857000112533569
https://openalex.org/W2521782427,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9988999962806702
https://openalex.org/W2521782427,https://openalex.org/T10190,Air Quality and Health Impacts,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0.9972000122070312
https://openalex.org/W2521782427,https://openalex.org/T12617,"Energy, Environment, and Transportation Policies","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9918000102043152
https://openalex.org/W2522183154,https://openalex.org/T12806,Ocean Acidification Effects and Responses,Oceanography,Earth and Planetary Sciences,Physical Sciences,0.9991000294685364
https://openalex.org/W2522183154,https://openalex.org/T10341,Coral and Marine Ecosystems Studies,Ecology,Environmental Science,Physical Sciences,0.994700014591217
https://openalex.org/W2522183154,https://openalex.org/T12414,Coastal and Marine Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9941999912261963
https://openalex.org/W2522302414,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9998999834060669
https://openalex.org/W2522302414,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9987000226974487
https://openalex.org/W2522302414,https://openalex.org/T12617,"Energy, Environment, and Transportation Policies","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9984999895095825
https://openalex.org/W2523304678,https://openalex.org/T11823,Natural Resources and Economic Development,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,0.9921000003814697
https://openalex.org/W2523304678,https://openalex.org/T11168,International Development and Aid,Development,Social Sciences,Social Sciences,0.978600025177002
https://openalex.org/W2523304678,https://openalex.org/T11933,Mining and Resource Management,Building and Construction,Engineering,Physical Sciences,0.9695000052452087
https://openalex.org/W2523488318,https://openalex.org/T13497,Hermeneutics and Narrative Identity,Philosophy,Arts and Humanities,Social Sciences,0.9879000186920166
https://openalex.org/W2523488318,https://openalex.org/T13695,"Aging, Elder Care, and Social Issues",General Health Professions,Health Professions,Health Sciences,0.9749000072479248
https://openalex.org/W2523488318,https://openalex.org/T13099,"Health, Medicine and Society",General Health Professions,Health Professions,Health Sciences,0.95660001039505
https://openalex.org/W2523695809,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9595000147819519
https://openalex.org/W2523695809,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9549000263214111
https://openalex.org/W2523695809,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.954200029373169
https://openalex.org/W2525750233,https://openalex.org/T11066,Organic Food and Agriculture,Plant Science,Agricultural and Biological Sciences,Life Sciences,0.9947999715805054
https://openalex.org/W2525750233,https://openalex.org/T10367,Agricultural Innovations and Practices,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9886000156402588
https://openalex.org/W2525750233,https://openalex.org/T10841,Economic and Environmental Valuation,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9574000239372253
https://openalex.org/W2525821132,https://openalex.org/T12336,Insect Utilization and Effects,Insect Science,Agricultural and Biological Sciences,Life Sciences,0.9998999834060669
https://openalex.org/W2525821132,https://openalex.org/T10880,Environmental Sustainability in Business,Marketing,"Business, Management and Accounting",Social Sciences,0.9837999939918518
https://openalex.org/W2525821132,https://openalex.org/T11259,Agriculture Sustainability and Environmental Impact,Ecology,Environmental Science,Physical Sciences,0.9810000061988831
https://openalex.org/W2525939143,https://openalex.org/T11552,"Global trade, sustainability, and social impact",Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9926000237464905
https://openalex.org/W2525939143,https://openalex.org/T11862,"Agriculture, Land Use, Rural Development",General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9915000200271606
https://openalex.org/W2525939143,https://openalex.org/T11933,Mining and Resource Management,Building and Construction,Engineering,Physical Sciences,0.9546999931335449
https://openalex.org/W2526464781,https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences,0.9991000294685364
https://openalex.org/W2526464781,https://openalex.org/T10747,Disaster Management and Resilience,Sociology and Political Science,Social Sciences,Social Sciences,0.9890000224113464
https://openalex.org/W2526464781,https://openalex.org/T12185,Regulation and Compliance Studies,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9628999829292297
https://openalex.org/W2527176584,https://openalex.org/T12953,Critical Realism in Sociology,Sociology and Political Science,Social Sciences,Social Sciences,0.989799976348877
https://openalex.org/W2527176584,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9876999855041504
https://openalex.org/W2527176584,https://openalex.org/T10344,Management and Organizational Studies,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences,0.9663000106811523
https://openalex.org/W2527435842,https://openalex.org/T12259,Environmental Justice and Health Disparities,Sociology and Political Science,Social Sciences,Social Sciences,0.9990000128746033
https://openalex.org/W2527435842,https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences,0.9700000286102295
https://openalex.org/W2527435842,https://openalex.org/T10898,Environmental Education and Sustainability,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9675999879837036
https://openalex.org/W2528571762,https://openalex.org/T12185,Regulation and Compliance Studies,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.998199999332428
https://openalex.org/W2528571762,https://openalex.org/T12259,Environmental Justice and Health Disparities,Sociology and Political Science,Social Sciences,Social Sciences,0.9955000281333923
https://openalex.org/W2528571762,https://openalex.org/T12965,Wildlife Conservation and Criminology Analyses,Nature and Landscape Conservation,Environmental Science,Physical Sciences,0.993399977684021
https://openalex.org/W2528655985,https://openalex.org/T13498,Economic Development and Digital Transformation,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,0.9957000017166138
https://openalex.org/W2528655985,https://openalex.org/T14143,Economic and Technological Innovation,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9781000018119812
https://openalex.org/W2528919822,https://openalex.org/T10888,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,0.9955999851226807
https://openalex.org/W2528919822,https://openalex.org/T10648,Virtual Reality Applications and Impacts,Human-Computer Interaction,Computer Science,Physical Sciences,0.9496999979019165
https://openalex.org/W2528919822,https://openalex.org/T10803,Innovative Human-Technology Interaction,Human-Computer Interaction,Computer Science,Physical Sciences,0.9451000094413757
https://openalex.org/W2529037365,https://openalex.org/T11420,Geographies of human-animal interactions,"Geography, Planning and Development",Social Sciences,Social Sciences,0.9898999929428101
https://openalex.org/W2529037365,https://openalex.org/T10738,Posthumanist Ethics and Activism,Cultural Studies,Social Sciences,Social Sciences,0.987500011920929
https://openalex.org/W2529037365,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.9860000014305115
https://openalex.org/W2530106058,https://openalex.org/T11722,Patient Satisfaction in Healthcare,General Health Professions,Health Professions,Health Sciences,0.6908000111579895
https://openalex.org/W2530637976,https://openalex.org/T10967,Carbon Dioxide Capture Technologies,Mechanical Engineering,Engineering,Physical Sciences,0.9987999796867371
https://openalex.org/W2530637976,https://openalex.org/T12503,Social Acceptance of Renewable Energy,Sociology and Political Science,Social Sciences,Social Sciences,0.9962999820709229
https://openalex.org/W2530637976,https://openalex.org/T11302,CO2 Sequestration and Geologic Interactions,Environmental Engineering,Environmental Science,Physical Sciences,0.9876999855041504
https://openalex.org/W2531521956,https://openalex.org/T13240,Bioeconomy and Sustainability Development,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9998000264167786
https://openalex.org/W2531521956,https://openalex.org/T13417,Biomedical Ethics and Regulation,Physiology,Medicine,Health Sciences,0.953499972820282
https://openalex.org/W2531521956,https://openalex.org/T10539,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.948199987411499
https://openalex.org/W2531703846,https://openalex.org/T12724,Water-Energy-Food Nexus Studies,Water Science and Technology,Environmental Science,Physical Sciences,0.9994000196456909
https://openalex.org/W2531703846,https://openalex.org/T10969,Water resources management and optimization,Ocean Engineering,Engineering,Physical Sciences,0.9979000091552734
https://openalex.org/W2531703846,https://openalex.org/T12248,Water Governance and Infrastructure,Political Science and International Relations,Social Sciences,Social Sciences,0.9688000082969666
https://openalex.org/W2534220396,https://openalex.org/T10149,Anthropological Studies and Insights,Anthropology,Social Sciences,Social Sciences,0.9980999827384949
https://openalex.org/W2534220396,https://openalex.org/T11104,"Memory, Trauma, and Commemoration",Social Psychology,Psychology,Social Sciences,0.9941999912261963
https://openalex.org/W2534220396,https://openalex.org/T12956,Asian Geopolitics and Ethnography,Political Science and International Relations,Social Sciences,Social Sciences,0.9929999709129333
https://openalex.org/W2535795149,https://openalex.org/T11336,Energy and Environment Impacts,Pollution,Environmental Science,Physical Sciences,0.9908000230789185
https://openalex.org/W2535795149,https://openalex.org/T11939,Public-Private Partnership Projects,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9309999942779541
https://openalex.org/W2535795149,https://openalex.org/T12147,Urban and Rural Development Challenges,Urban Studies,Social Sciences,Social Sciences,0.9126999974250793
https://openalex.org/W2536894378,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9995999932289124
https://openalex.org/W2536894378,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9979000091552734
https://openalex.org/W2536894378,https://openalex.org/T10190,Air Quality and Health Impacts,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0.9962999820709229
https://openalex.org/W2537674000,https://openalex.org/T10898,Environmental Education and Sustainability,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9934999942779541
https://openalex.org/W2537674000,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.977400004863739
https://openalex.org/W2537674000,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.960099995136261
https://openalex.org/W2537972263,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9965000152587891
https://openalex.org/W2537972263,https://openalex.org/T14147,Innovative Approaches in Technology and Social Development,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0.9940999746322632
https://openalex.org/W2537972263,https://openalex.org/T13276,University-Industry-Government Innovation Models,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0.9746000170707703
https://openalex.org/W2539209430,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.996999979019165
https://openalex.org/W2539209430,https://openalex.org/T12013,Sustainable Development and Environmental Policy,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9912999868392944
https://openalex.org/W2539209430,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9804999828338623
https://openalex.org/W2539801067,https://openalex.org/T10747,Disaster Management and Resilience,Sociology and Political Science,Social Sciences,Social Sciences,0.9994000196456909
https://openalex.org/W2539801067,https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences,0.98580002784729
https://openalex.org/W2539801067,https://openalex.org/T13802,Vietnamese History and Culture Studies,Sociology and Political Science,Social Sciences,Social Sciences,0.9668999910354614
https://openalex.org/W2540334732,https://openalex.org/T13240,Bioeconomy and Sustainability Development,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9998999834060669
https://openalex.org/W2540334732,https://openalex.org/T13417,Biomedical Ethics and Regulation,Physiology,Medicine,Health Sciences,0.9624000191688538
https://openalex.org/W2540334732,https://openalex.org/T14293,Biotechnology and Related Fields,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,0.925000011920929
https://openalex.org/W2542727241,https://openalex.org/T11006,BIM and Construction Integration,Building and Construction,Engineering,Physical Sciences,0.9997000098228455
https://openalex.org/W2542727241,https://openalex.org/T11988,Sustainable Building Design and Assessment,Building and Construction,Engineering,Physical Sciences,0.9972000122070312
https://openalex.org/W2542727241,https://openalex.org/T11606,Infrastructure Maintenance and Monitoring,Civil and Structural Engineering,Engineering,Physical Sciences,0.9929999709129333
https://openalex.org/W2544293211,https://openalex.org/T10747,Disaster Management and Resilience,Sociology and Political Science,Social Sciences,Social Sciences,0.9994999766349792
https://openalex.org/W2544293211,https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences,0.9958999752998352
https://openalex.org/W2544293211,https://openalex.org/T10439,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0.9776999950408936
https://openalex.org/W2546040478,https://openalex.org/T14143,Economic and Technological Innovation,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9661999940872192
https://openalex.org/W2546040478,https://openalex.org/T10393,Economic Growth and Productivity,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9545999765396118
https://openalex.org/W2546040478,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9165999889373779
https://openalex.org/W2546076068,https://openalex.org/T10880,Environmental Sustainability in Business,Marketing,"Business, Management and Accounting",Social Sciences,0.9951000213623047
https://openalex.org/W2546076068,https://openalex.org/T10539,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9861000180244446
https://openalex.org/W2546076068,https://openalex.org/T12786,Innovation and Socioeconomic Development,Business and International Management,"Business, Management and Accounting",Social Sciences,0.9803000092506409
https://openalex.org/W2546519255,https://openalex.org/T11420,Geographies of human-animal interactions,"Geography, Planning and Development",Social Sciences,Social Sciences,0.9943000078201294
https://openalex.org/W2546519255,https://openalex.org/T12492,Zoonotic diseases and public health,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,0.964900016784668
https://openalex.org/W2546519255,https://openalex.org/T10149,Anthropological Studies and Insights,Anthropology,Social Sciences,Social Sciences,0.9567000269889832
https://openalex.org/W2546725635,https://openalex.org/T11454,Cultural Differences and Values,Social Psychology,Psychology,Social Sciences,0.2614000141620636
https://openalex.org/W2546725635,https://openalex.org/T13747,Sociopolitical Dynamics in Russia,Sociology and Political Science,Social Sciences,Social Sciences,0.2583000063896179
https://openalex.org/W2546725635,https://openalex.org/T12175,Social Representations and Identity,Social Psychology,Psychology,Social Sciences,0.2515000104904175
https://openalex.org/W2547343163,https://openalex.org/T10802,Judicial and Constitutional Studies,Law,Social Sciences,Social Sciences,0.9919999837875366
https://openalex.org/W2547343163,https://openalex.org/T13877,Law in Society and Culture,Law,Social Sciences,Social Sciences,0.9864000082015991
https://openalex.org/W2547343163,https://openalex.org/T10749,International Law and Human Rights,Political Science and International Relations,Social Sciences,Social Sciences,0.9836999773979187
https://openalex.org/W2549830915,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0.9887999892234802
https://openalex.org/W2549830915,https://openalex.org/T13822,Indigenous Health and Education,General Health Professions,Health Professions,Health Sciences,0.9388999938964844
https://openalex.org/W2549830915,https://openalex.org/T13302,Amazonian Archaeology and Ethnohistory,History,Arts and Humanities,Social Sciences,0.9296000003814697
https://openalex.org/W2553825371,https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences,0.9975000023841858
https://openalex.org/W2553825371,https://openalex.org/T13839,"Tourism, Volunteerism, and Development",Demography,Social Sciences,Social Sciences,0.9812999963760376
https://openalex.org/W2553825371,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9793999791145325
https://openalex.org/W2554778377,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9889000058174133
https://openalex.org/W2554778377,https://openalex.org/T11479,Smart Cities and Technologies,Media Technology,Engineering,Physical Sciences,0.9853000044822693
https://openalex.org/W2554778377,https://openalex.org/T13588,Regional resilience and development,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9781000018119812
https://openalex.org/W2555438519,https://openalex.org/T10415,International Business and FDI,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.6298999786376953
https://openalex.org/W2557171271,https://openalex.org/T10593,Bacterial biofilms and quorum sensing,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0.9995999932289124
https://openalex.org/W2557171271,https://openalex.org/T13362,Slime Mold and Myxomycetes Research,Biomedical Engineering,Engineering,Physical Sciences,0.9930999875068665
https://openalex.org/W2557171271,https://openalex.org/T12832,Biocrusts and Microbial Ecology,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0.9803000092506409
https://openalex.org/W2557195567,https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences,0.996399998664856
https://openalex.org/W2557195567,https://openalex.org/T10747,Disaster Management and Resilience,Sociology and Political Science,Social Sciences,Social Sciences,0.9925000071525574
https://openalex.org/W2557195567,https://openalex.org/T11483,Tropical and Extratropical Cyclones Research,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences,0.9821000099182129
https://openalex.org/W2557746235,https://openalex.org/T11675,Open Source Software Innovations,Computer Science Applications,Computer Science,Physical Sciences,0.9988999962806702
https://openalex.org/W2557746235,https://openalex.org/T12238,Green IT and Sustainability,Electrical and Electronic Engineering,Engineering,Physical Sciences,0.998199999332428
https://openalex.org/W2557746235,https://openalex.org/T11704,Mobile Crowdsensing and Crowdsourcing,Computer Science Applications,Computer Science,Physical Sciences,0.9915000200271606
https://openalex.org/W2558402566,https://openalex.org/T12783,"Migration, Aging, and Tourism Studies",Demography,Social Sciences,Social Sciences,0.9871000051498413
https://openalex.org/W2559805026,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9975000023841858
https://openalex.org/W2559805026,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9824000000953674
https://openalex.org/W2559805026,https://openalex.org/T12911,Water Resources and Sustainability,Water Science and Technology,Environmental Science,Physical Sciences,0.975600004196167
https://openalex.org/W2561002008,https://openalex.org/T10803,Innovative Human-Technology Interaction,Human-Computer Interaction,Computer Science,Physical Sciences,0.9958000183105469
